[BOOT] 2024-02-08T12:13:55Z CrowdSense System Init... OK
[DATA] 2024-02-08T12:13:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-69 | FC:0x4000 | SEQ:0001 | MAC:1e:89:b6:1d:c5:a8 | SSID:L Bello_8361
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-61 | FC:0x4000 | SEQ:0479 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-70 | FC:0x4000 | SEQ:0479 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-67 | FC:0x4000 | SEQ:0480 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-74 | FC:0x4000 | SEQ:0483 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-60 | FC:0x4000 | SEQ:0483 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-80 | FC:0x4000 | SEQ:0484 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-59 | FC:0x4000 | SEQ:0484 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-93 | FC:0x4000 | SEQ:0485 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-58 | FC:0x4000 | SEQ:0486 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-81 | FC:0x4000 | SEQ:0487 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-95 | FC:0x4000 | SEQ:0487 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-71 | FC:0x4000 | SEQ:0488 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:0488 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-62 | FC:0x4000 | SEQ:0491 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-35 | FC:0x4000 | SEQ:0492 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-56 | FC:0x4000 | SEQ:0495 | MAC:46:7b:93:6f:e9:f5 | SSID:
[DATA] 2024-02-12T20:59:47Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-68 | FC:0x4000 | SEQ:0496 | MAC:46:7b:93:6f:e9:f5 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-60 | FC:0x4000 | SEQ:1618 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-64 | FC:0x4000 | SEQ:1619 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-66 | FC:0x4000 | SEQ:1620 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-69 | FC:0x4000 | SEQ:1621 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-94 | FC:0x4000 | SEQ:1621 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-44 | FC:0x4000 | SEQ:1624 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-51 | FC:0x4000 | SEQ:1632 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-53 | FC:0x4000 | SEQ:1632 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-52 | FC:0x4000 | SEQ:1633 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-48 | FC:0x4000 | SEQ:1636 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-41 | FC:0x4000 | SEQ:1637 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[WARN] 2024-02-12T21:00:15Z Reconnecting to MQTT broker...
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-73 | FC:0x4000 | SEQ:1638 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-40 | FC:0x4000 | SEQ:1639 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[ERROR] 2024-02-12T21:00:15Z Sensor overheat (65C)
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-71 | FC:0x4000 | SEQ:1640 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-59 | FC:0x4000 | SEQ:1641 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-70 | FC:0x4000 | SEQ:1644 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-74 | FC:0x4000 | SEQ:1645 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-63 | FC:0x4000 | SEQ:1648 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-89 | FC:0x4000 | SEQ:1649 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-45 | FC:0x4000 | SEQ:1652 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-58 | FC:0x4000 | SEQ:1653 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-57 | FC:0x4000 | SEQ:1656 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-66 | FC:0x4000 | SEQ:1657 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-95 | FC:0x4000 | SEQ:1658 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-44 | FC:0x4000 | SEQ:1659 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-37 | FC:0x4000 | SEQ:1660 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-84 | FC:0x4000 | SEQ:1660 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-44 | FC:0x4000 | SEQ:1661 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-68 | FC:0x4000 | SEQ:1661 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-56 | FC:0x4000 | SEQ:1664 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-58 | FC:0x4000 | SEQ:1665 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-92 | FC:0x4000 | SEQ:1668 | MAC:12:65:dc:4d:6b:34 | SSID:
[DATA] 2024-02-12T21:00:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-35 | FC:0x4000 | SEQ:1669 | MAC:12:65:dc:4d:6b:34 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-35 | FC:0x4000 | SEQ:0046 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-44 | FC:0x4000 | SEQ:0047 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-69 | FC:0x4000 | SEQ:0048 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-55 | FC:0x4000 | SEQ:0049 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-68 | FC:0x4000 | SEQ:0060 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-48 | FC:0x4000 | SEQ:0061 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-79 | FC:0x4000 | SEQ:0064 | MAC:a2:12:af:dc:93:15 | SSID:
[WARN] 2024-02-12T21:00:35Z Buffer utilization > 80%
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-37 | FC:0x4000 | SEQ:0065 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-79 | FC:0x4000 | SEQ:0066 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-77 | FC:0x4000 | SEQ:0068 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:0069 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-54 | FC:0x4000 | SEQ:0072 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-84 | FC:0x4000 | SEQ:0073 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-78 | FC:0x4000 | SEQ:0076 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-94 | FC:0x4000 | SEQ:0077 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-66 | FC:0x4000 | SEQ:0080 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-62 | FC:0x4000 | SEQ:0081 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-66 | FC:0x4000 | SEQ:0081 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-74 | FC:0x4000 | SEQ:0084 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-51 | FC:0x4000 | SEQ:0085 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-68 | FC:0x4000 | SEQ:0086 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-42 | FC:0x4000 | SEQ:0087 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-56 | FC:0x4000 | SEQ:0088 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-76 | FC:0x4000 | SEQ:0088 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-38 | FC:0x4000 | SEQ:0089 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-92 | FC:0x4000 | SEQ:0089 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-47 | FC:0x4000 | SEQ:0092 | MAC:a2:12:af:dc:93:15 | SSID:
[INFO] 2024-02-12T21:00:35Z Garbage collection started
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-52 | FC:0x4000 | SEQ:0093 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-52 | FC:0x4000 | SEQ:0096 | MAC:a2:12:af:dc:93:15 | SSID:
[DATA] 2024-02-12T21:00:35Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-90 | FC:0x4000 | SEQ:0097 | MAC:a2:12:af:dc:93:15 | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-70 | FC:0x4000 | SEQ:1896 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-45 | FC:0x4000 | SEQ:1897 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-52 | FC:0x4000 | SEQ:1898 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-48 | FC:0x4000 | SEQ:1898 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-51 | FC:0x4000 | SEQ:1899 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-52 | FC:0x4000 | SEQ:1907 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-51 | FC:0x4000 | SEQ:1910 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-74 | FC:0x4000 | SEQ:1911 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-91 | FC:0x4000 | SEQ:1914 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-76 | FC:0x4000 | SEQ:1915 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:1916 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-83 | FC:0x4000 | SEQ:1917 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-93 | FC:0x4000 | SEQ:1918 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-84 | FC:0x4000 | SEQ:1919 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-73 | FC:0x4000 | SEQ:1922 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-48 | FC:0x4000 | SEQ:1923 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-66 | FC:0x4000 | SEQ:1926 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-79 | FC:0x4000 | SEQ:1927 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-44 | FC:0x4000 | SEQ:1930 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-60 | FC:0x4000 | SEQ:1931 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-67 | FC:0x4000 | SEQ:1934 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-40 | FC:0x4000 | SEQ:1935 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-85 | FC:0x4000 | SEQ:1936 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-91 | FC:0x4000 | SEQ:1937 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-91 | FC:0x4000 | SEQ:1938 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-87 | FC:0x4000 | SEQ:1939 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-86 | FC:0x4000 | SEQ:1939 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-84 | FC:0x4000 | SEQ:1942 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-46 | FC:0x4000 | SEQ:1943 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-83 | FC:0x4000 | SEQ:1946 | MAC:7e:50:c2:a7:66:fe | SSID:
[DATA] 2024-02-12T21:00:55Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-93 | FC:0x4000 | SEQ:1947 | MAC:7e:50:c2:a7:66:fe | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-59 | FC:0x4000 | SEQ:1823 | MAC:22:1f:b9:eb:69:fc | SSID:
[INFO] 2024-02-12T21:01:15Z Packet dropped (queue full)
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-62 | FC:0x4000 | SEQ:1824 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-90 | FC:0x4000 | SEQ:1825 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-49 | FC:0x4000 | SEQ:1826 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-38 | FC:0x4000 | SEQ:1837 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-56 | FC:0x4000 | SEQ:1841 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-47 | FC:0x4000 | SEQ:1842 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-88 | FC:0x4000 | SEQ:1843 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-39 | FC:0x4000 | SEQ:1844 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-57 | FC:0x4000 | SEQ:1845 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-77 | FC:0x4000 | SEQ:1846 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-82 | FC:0x4000 | SEQ:1849 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-88 | FC:0x4000 | SEQ:1849 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-95 | FC:0x4000 | SEQ:1850 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DEBUG] 2024-02-12T21:01:15Z Sensor overheat (65C)
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-48 | FC:0x4000 | SEQ:1850 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-43 | FC:0x4000 | SEQ:1853 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-35 | FC:0x4000 | SEQ:1854 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DEBUG] 2024-02-12T21:01:15Z Buffer utilization > 80%
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-87 | FC:0x4000 | SEQ:1857 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-68 | FC:0x4000 | SEQ:1858 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-63 | FC:0x4000 | SEQ:1858 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-41 | FC:0x4000 | SEQ:1861 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-37 | FC:0x4000 | SEQ:1861 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-92 | FC:0x4000 | SEQ:1862 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-93 | FC:0x4000 | SEQ:1862 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-90 | FC:0x4000 | SEQ:1863 | MAC:22:1f:b9:eb:69:fc | SSID:
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.L01 | RSSI:-72 | FC:0x4000 | SEQ:1864 | MAC:22:1f:b9:eb:69:fc | SSID:TIM-20430203
[DATA] 2024-02-12T21:01:15Z | SRC:UPM-N-10.B1.P0.H01 | RSSI:-68 | FC:0x4000 | SEQ:1865 | MAC:22:1f:b9:eb:69:fc | SSID:
